danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,Mood Label
0.67,0.838,0,-4.031,1,0.0362,0.0605,0.000611,0.159,0.716,105,222041,upbeat
0.799,0.586,11,-6.735,1,0.0377,0.162,2.03E-06,0.193,0.549,120.97,227833,upbeat
0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427,upbeat
0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,222533,upbeat
0.581,0.963,11,-4.087,1,0.0981,0.0295,0,0.139,0.788,129.992,204160,upbeat
0.702,0.825,6,-3.787,0,0.0601,0.00883,0,0.0674,0.915,102.977,203064,upbeat
0.747,0.877,9,-3.782,0,0.0664,0.0375,0.000833,0.233,0.752,107.991,166138,upbeat
0.824,0.862,2,-3.424,1,0.126,0.0076,0.000132,0.303,0.801,122.98,169153,upbeat
0.612,0.84,11,-3.145,0,0.0509,0.112,0,0.116,0.438,129.042,212862,upbeat
0.672,0.855,9,-3.764,1,0.0397,0.021,0,0.323,0.646,123.056,182200,upbeat
0.503,0.748,5,-4.124,1,0.0619,0.0305,0,0.343,0.356,125.896,210013,upbeat
0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64E-05,0.0828,0.458,125.014,255093,upbeat
0,0,0,0,0,0,0,0,0,0,0,0,upbeat
0.669,0.784,7,-5.603,1,0.112,0.194,6.28E-06,0.115,0.517,125.993,150053,upbeat
0.686,0.702,7,-5.325,0,0.0455,0.00637,4.46E-05,0.204,0.29,129.948,214840,upbeat
0.632,0.595,8,-7.644,0,0.0401,0.0689,0,0.209,0.435,124.114,167903,upbeat
0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31E-05,0.671,0.765,126.03,230747,upbeat
0.56,0.872,3,-4.269,1,0.14,0.0239,6.98E-06,0.371,0.682,126.05,205933,upbeat
0.735,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.985,215227,upbeat
0.721,0.802,1,-5.797,1,0.0583,0.0921,0,0.694,0.724,124.022,229360,upbeat
0.68,0.825,8,-4.296,1,0.0702,0.00173,0.000122,0.27,0.784,117.987,193533,upbeat
0.717,0.73,9,-4.729,0,0.0568,0.383,0,0.398,0.792,102.002,251173,upbeat
0.527,0.835,6,-5.298,1,0.0433,0.0166,0,0.249,0.654,125.983,176658,upbeat
0.613,0.697,2,-8.618,1,0.133,0.0194,0,0.332,0.476,122.746,320357,upbeat
0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526,235213,upbeat
0.666,0.83,0,-5.715,1,0.0751,0.0123,0,0.191,0.702,113.03,236002,upbeat
0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15E-05,0.0344,0.928,114.988,269667,upbeat
0.781,0.67,3,-3.912,0,0.0452,0.0103,0,0.0761,0.595,127.99,169333,upbeat
0.818,0.913,4,-3.06,0,0.0426,0.093,3.69E-05,0.161,0.536,119.986,219160,upbeat
0.676,0.786,1,-4.529,1,0.0478,0.197,0,0.0943,0.483,125.983,218359,upbeat
0.653,0.809,0,-4.057,1,0.0474,0.194,0,0.165,0.55,92.213,210773,upbeat
0.672,0.855,9,-3.764,1,0.0397,0.021,0,0.323,0.646,123.056,182200,upbeat
0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44E-05,0.164,0.446,103.019,247160,upbeat
0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,214290,upbeat
0.662,0.858,2,-4.844,1,0.0428,0.00163,0,0.0456,0.295,133.993,181673,upbeat
0.501,0.519,4,-5.88,0,0.0409,0.109,0,0.454,0.168,133.99,195707,upbeat
0.677,0.744,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08,152913,upbeat
0.715,0.605,0,-5.128,0,0.0428,0.239,1.41E-05,0.189,0.454,122.956,212733,upbeat
0.652,0.812,3,-3.797,0,0.0409,0.00125,3.01E-05,0.667,0.72,126.023,230733,upbeat
0.794,0.811,6,-8.966,0,0.038,0.0426,1.07E-06,0.101,0.862,116.047,248413,upbeat
0.793,0.793,11,-4.521,0,0.083,0.0123,0,0.0951,0.679,123.95,183290,upbeat
0.646,0.77,2,-6.596,0,0.226,0.00249,0,0.0715,0.681,99.165,236133,upbeat
0.853,0.56,1,-4.961,1,0.0406,0.013,0,0.0944,0.86,134.066,206693,upbeat
0.802,0.645,5,-6.181,0,0.0715,0.272,0,0.119,0.376,100.001,157202,upbeat
0.741,0.931,10,-3.447,0,0.0563,0.0225,0.000102,0.191,0.517,125.011,144000,upbeat
0.664,0.714,7,-6.645,0,0.111,0.0353,8.42E-06,0.0843,0.71,101.969,197933,upbeat
0.693,0.678,8,-7.159,1,0.0324,0.0151,5.71E-06,0.101,0.404,103.952,228267,upbeat
0.414,0.857,0,-4.078,0,0.0808,0.0287,0.00574,0.343,0.348,128.024,212960,upbeat
0.746,0.846,9,-2.432,1,0.048,0.0485,0,0.195,0.403,114.955,174933,upbeat
0.478,0.818,4,-5.076,1,0.0377,0.00292,0.00789,0.438,0.163,127.953,226867,upbeat
0.598,0.526,10,-8.659,0,0.0415,0.129,0,0.14,0.529,123.935,168387,upbeat
0.703,0.868,7,-4.661,0,0.0291,0.15,0.132,0.104,0.733,121.03,193613,upbeat
0.752,0.764,1,-4.399,1,0.038,0.0476,9.44E-05,0.0543,0.582,121.958,163216,upbeat
0.538,0.804,8,-5.194,1,0.0358,0.0041,0,0.33,0.507,144.992,197640,upbeat
0.575,0.758,1,-5.029,0,0.0618,0.0954,0,0.394,0.493,144.107,182623,upbeat
0.693,0.575,9,-6.998,1,0.0801,0.374,0,0.252,0.492,117.999,211362,upbeat
0.747,0.937,0,-5.746,1,0.0453,0.0208,0,0.29,0.739,103.976,224653,upbeat
0.822,0.739,1,-4.541,0,0.0311,0.0264,4.26E-05,0.181,0.745,118.992,241933,upbeat
0.747,0.716,11,-2.457,0,0.075,0.135,0,0.251,0.751,125.008,210627,upbeat
0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,202067,upbeat
0.727,0.729,0,-2.99,1,0.326,0.171,0,0.07,0.512,117.932,284733,upbeat
0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,222160,upbeat
0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,211667,upbeat
0.664,0.708,8,-4.154,1,0.0474,0.0337,0,0.0841,0.742,103.07,174800,upbeat
0.724,0.804,11,-4.614,0,0.0448,0.124,0,0.204,0.306,124.987,197993,upbeat
0.575,0.571,1,-7.906,1,0.0439,0.0558,0,0.0912,0.449,105.049,197947,upbeat
0.818,0.803,1,-4.282,1,0.0797,0.034,0,0.153,0.632,106.97,225983,upbeat
0.778,0.824,10,-5.892,0,0.0707,0.284,0,0.405,0.758,100.024,218093,upbeat
0.351,0.928,1,-3.71,1,0.0759,0.00113,0,0.0988,0.239,148.03,222076,upbeat
0.636,0.836,8,-3.004,1,0.0427,0.00609,0.000157,0.0828,0.715,139.956,193253,upbeat
0.667,0.871,0,-4.905,0,0.0343,0.00569,0.00655,0.165,0.187,128.042,201560,upbeat
0.601,0.775,0,-4.612,1,0.0473,0.269,0,0.0883,0.483,119.964,190295,upbeat
0.59,0.642,7,-3.87,1,0.122,0.0771,0,0.105,0.651,107.356,174444,upbeat
0.719,0.704,1,-4.724,1,0.0476,0.0691,0,0.166,0.628,133.002,187436,upbeat
0.64,0.533,0,-6.596,1,0.0706,0.119,0,0.0864,0.515,99.968,220781,upbeat
0.622,0.808,5,-4.701,1,0.0418,0.00543,5.63E-05,0.215,0.599,122.121,204773,upbeat
